X,Y,OBJECTID,REF_ID,NAME,ADDRESS,CITY,STATE,ZIP,ZIP4,TELEPHONE,TYPE,STATUS,POPULATION,COUNTY,COUNTYFIPS,COUNTRY,LATITUDE,LONGITUDE,NAICS_CODE,NAICS_DESC,SOURCE,SOURCEDATE,VAL_METHOD,VAL_DATE,WEBSITE,OWNER,OPERNAME,RMP_ID,EPA_ID,POSREL,CAPACITY,US_RANK,CRUDE,VACDIST,COKING,THERMALOP,CATCRACK,CATREFORM,CATHYDCRCK,CATHYDTRT,ALKY,POLDIM,AROMATIC,ISOMER,LUBES,OXYGENATES,HYDRGN,COKE,SULFUR,ASPHALT
-91.20631,30.4756400000001,42,REF220045,PORT ALLEN,1940 LOUISIANA HWY 1 NORTH,PORT ALLEN,LA,70767,NOT AVAILABLE,(225) 346-7492,SMALL MEDIUM COMPLEXITY REFINERY,IN SERVICE,285,WEST BATON ROUGE,22121,USA,30.47564,-91.20631,324110,PETROLEUM REFINERIES,"EIA-820; EPA TRI",2017/01/01 00:00:00+00,IMAGERY/OTHER,2018/01/31 00:00:00+00,http://www.placidrefining.com,PLACID OIL CO,PLACID REFINING CO,1000007629,100000117759,WITHIN 166 FEET,75000,81,75000,27000,0,0,25000,10500,0,56000,7500,0,0,0,0,0,0,0,55,0
-118.33026,33.8527100000001,43,REF060046,TORRANCE,3700 W 190TH STREET,TORRANCE,CA,90503,2929,(310) 212-4618,HIGHLY COMPLEX REFINERY,IN SERVICE,800,LOS ANGELES,06037,USA,33.85271,-118.33026,324110,PETROLEUM REFINERIES,"EIA-820; EPA TRI",2017/01/01 00:00:00+00,IMAGERY/OTHER,2018/01/31 00:00:00+00,http://corporate.exxonmobil.com,PBF ENERGY CO LLC,TORRANCE REFINING CO LLC,1000008282,100000152504,WITHIN 166 FEET,150900,49,150900,102300,50800,0,98400,17000,19200,150200,27200,0,0,0,0,0,146,16700,400,0
-118.91804,35.29459,44,REF060047,BAKERSFIELD,7724 E PANAMA LN,BAKERSFIELD,CA,93307,9210,(661) 845-0761,SMALL REFINERY,IN SERVICE,110,KERN,06029,USA,35.29459,-118.91804,324110,PETROLEUM REFINERIES,"EIA-820; EPA TRI",2017/01/01 00:00:00+00,IMAGERY/OTHER,2018/01/31 00:00:00+00,http://www.kernoil.com,KERN OIL & REFINING CO,KERN OIL & REFINING CO,1000008602,100000150347,WITHIN 166 FEET,26000,112,26000,-999,0,0,0,5690,0,14000,0,0,0,0,0,0,0,0,11,0
-74.2230299999999,40.6324000000001,45,REF340048,LINDEN,1400 PARK AVE SOUTH,LINDEN,NJ,07036,NOT AVAILABLE,(908) 523-6041,LARGE COMPLEX REFINERY COLOCATED WITH PETROCHEMICALS,IN SERVICE,830,UNION,34039,USA,40.6324,-74.22303,324110,PETROLEUM REFINERIES,"EIA-820; EPA TRI",2017/01/01 00:00:00+00,IMAGERY/OTHER,2018/01/31 00:00:00+00,http://www.phillips66.com,PHILLIPS 66 COMPANY,PHILLIPS 66 COMPANY,1000008641,100000157064,WITHIN 166 FEET,241000,25,241000,75000,0,0,125900,23800,0,191000,18800,0,0,8000,0,0,22,0,0,0
-95.7469399999999,29.0729200000001,46,REF480049,SWEENY,SOUTHWEST OF THE INTERSECTION OF FM 524 AND HWY 35,OLD OCEAN,TX,77480,NOT AVAILABLE,(979) 491-2707,LARGE COMPLEX REFINERY,IN SERVICE,923,BRAZORIA,48039,USA,29.07292,-95.74694,324110,PETROLEUM REFINERIES,"EIA-820; EPA ENVIROFACTS",2017/01/01 00:00:00+00,IMAGERY/OTHER,2018/01/31 00:00:00+00,http://www.phillips66.com,PHILLIPS 66 COMPANY,PHILLIPS 66 COMPANY,1000008730,100000088914,WITHIN 166 FEET,247000,23,247000,132100,70900,0,109000,33780,0,366700,21700,0,11600,10100,0,0,0,22800,915,0
-89.00875,31.81706,47,REF280050,SANDERSVILLE,177 HANEY RD HWY 11 N (2 MI N OF SANDERSVILLE),HEIDELBERG,MS,39439,NOT AVAILABLE,(205) 391-3503,SMALL ASPHALT REFINERY,IN SERVICE,40,JONES,28067,USA,31.81706,-89.00875,324110,PETROLEUM REFINERIES,"EIA-820; EPA TRI",2017/01/01 00:00:00+00,IMAGERY/OTHER,2018/01/31 00:00:00+00,http://www.huntrefining.com,HUNT CONSLD INC,HUNT SOUTHLAND REFINING CO,1000008734,100000141349,WITHIN 166 FEET,11000,126,11000,6875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6125
-104.39327,32.84693,48,REF350051,NAVAJO,501 E MAIN ST,ARTESIA,NM,88210,NOT AVAILABLE,(575) 746-5487,MEDIUM SIZED HIGHLY COMPLEX REFINERY,IN SERVICE,330,EDDY,35015,USA,32.84693,-104.39327,324110,PETROLEUM REFINERIES,"EIA-820; EPA TRI",2017/01/01 00:00:00+00,IMAGERY/OTHER,2018/01/31 00:00:00+00,http://www.hollyfrontier.com,HOLLYFRONTIER CORP,HOLLYFRONTIER NAVAJO REFINING LLC,1000008913,100000151426,WITHIN 166 FEET,98000,65,98000,29600,0,0,26000,21000,16800,106000,9100,0,0,0,0,0,38,0,200,7000
-88.05573,30.78914,49,REF010052,SARALAND,400 INDUSTRIAL PARKWAY EXTENSION EAST,SARALAND,AL,36571,NOT AVAILABLE,(251) 675-7040,SMALL / MEDIUM SIZED SIMPLE REFINERY,IN SERVICE,165,MOBILE,01097,USA,30.78914,-88.05573,324110,PETROLEUM REFINERIES,"EIA-820; EPA TRI",2017/01/01 00:00:00+00,IMAGERY/OTHER,2018/01/31 00:00:00+00,http://www.shell.com,ROYAL DUTCH/SHELL GROUP,SHELL CHEMICAL LP,1000008921,100000149127,WITHIN 166 FEET,91575,70,91575,29000,0,0,0,21000,0,73000,0,0,0,2300,0,0,0,0,33,0
-111.92327,40.8259,50,REF490053,SALT LAKE CITY,2351 NORTH 1100 WEST,SALT LAKE CITY,UT,84054,NOT AVAILABLE,(801) 539-7337,SMALL COMPLEX REFINERY,IN SERVICE,301,SALT LAKE,49011,USA,40.8259,-111.92327,324110,PETROLEUM REFINERIES,"EIA-820; EPA TRI",2017/01/01 00:00:00+00,IMAGERY/OTHER,2018/01/31 00:00:00+00,https://www.chevron.com/,CHEVRON CORP,CHEVRON USA INC,1000009121,100000110079,WITHIN 166 FEET,54500,97,54500,27500,9600,0,15035,8160,0,47000,5600,0,0,2600,0,0,0,2500,63,0
-122.69437,48.82973,51,REF530054,FERNDALE,3901 UNICK ROAD,FERNDALE,WA,98248,NOT AVAILABLE,(360) 384-8550,MEDIUM SIZED MEDIUM COMPLEXITY REFINERY,IN SERVICE,406,WHATCOM,53073,USA,48.82973,-122.69437,324110,PETROLEUM REFINERIES,"EIA-820; EPA TRI",2017/01/01 00:00:00+00,IMAGERY/OTHER,2018/01/31 00:00:00+00,http://www.phillips66.com,PHILLIPS 66 COMPANY,PHILLIPS 66 COMPANY,1000009285,100000129924,WITHIN 166 FEET,101000,64,101000,50700,0,0,34700,16600,0,73400,10200,0,0,5400,0,0,0,0,123,0
-104.78969,41.1276800000001,52,REF560055,CHEYENNE,2700 EAST 5TH STREET,CHEYENNE,WY,82007,NOT AVAILABLE,(307) 634-3551,SMALL COMPLEX REFINERY,IN SERVICE,300,LARAMIE,56021,USA,41.12768,-104.78969,324110,PETROLEUM REFINERIES,"EIA-820; EPA TRI",2017/01/01 00:00:00+00,IMAGERY/OTHER,2018/01/31 00:00:00+00,http://www.hollyfrontier.com,HOLLYFRONTIER CORP,HOLLYFRONTIER CHEYENNE REFINING LLC,1000009303,100000129808,WITHIN 166 FEET,47000,99,47000,28000,13200,0,12000,8900,0,38000,4200,0,0,0,0,0,10,4700,116,16000
-92.67513,33.1992700000001,53,REF050056,EL DORADO,1000 MCHENRY ST,EL DORADO,AR,71730,NOT AVAILABLE,(870) 864-1289,SMALL REFINERY,IN SERVICE,327,UNION,05139,USA,33.19927,-92.67513,324110,PETROLEUM REFINERIES,"EIA-820; EPA TRI",2017/01/01 00:00:00+00,IMAGERY/OTHER,2018/01/31 00:00:00+00,http://www.lionoil.com,DELEK GROUP LTD,LION OIL CO,1000009465,100000134204,WITHIN 166 FEET,83000,79,83000,45000,0,0,20500,14800,0,92750,5000,0,0,7500,0,0,10,0,157,20500
-90.90825,32.38658,54,REF280057,VICKSBURG,2611 HAINING ROAD,VICKSBURG,MS,39183,NOT AVAILABLE,(601) 630-8374,SMALL SCALE SPECIALIST NAPHTHENIC PROCESS OIL PRODUCER,IN SERVICE,180,WARREN,28149,USA,32.38658,-90.90825,324110,PETROLEUM REFINERIES,"EIA-820; EPA TRI",2017/01/01 00:00:00+00,IMAGERY/OTHER,2018/01/31 00:00:00+00,http://ergon.com,ERGON INC,ERGON REFINING INC,1000009573,100000208544,WITHIN 166 FEET,26500,111,26500,18000,0,0,0,0,0,23000,0,0,0,0,23000,0,13,0,0,10000
-94.22855,30.3982600000001,55,REF480058,SILSBEE,7752 WEST FM 418,SILSBEE,TX,77656,NOT AVAILABLE,(409) 385-8312,SMALL AROMATICS PRODUCER,IN SERVICE,125,HARDIN,48199,USA,30.39826,-94.22855,324110,PETROLEUM REFINERIES,"EIA-820; EPA ENVIROFACTS",2017/01/01 00:00:00+00,IMAGERY/OTHER,2018/01/31 00:00:00+00,http://www.southhamptonr.com,TEXAS OIL & CHEMICAL CO,SOUTH HAMPTON RESOURCES INC,1000009843,100000116812,WITHIN 166 FEET,0,140,0,0,0,0,0,1520,0,15000,0,0,1064,4400,0,0,0,0,0,0
-88.04839,41.65374,56,REF170059,LEMONT,135TH STREET AND NEW AVE,LEMONT,IL,60439,3659,(630) 257-4085,LARGE COMPLEX REFINERY,IN SERVICE,513,WILL,17197,USA,41.65374,-88.04839,324110,PETROLEUM REFINERIES,"EIA-820; EPA TRI",2017/01/01 00:00:00+00,IMAGERY/OTHER,2018/01/31 00:00:00+00,http://www.citgo.com,PDV AMERICA INC,PDV MIDWEST REFINING LLC,1000011048,100000144587,WITHIN 166 FEET,175940,42,175940,77200,36630,0,62550,31410,0,226100,21500,0,9400,0,0,0,12,12700,487,0
-108.48972,45.7806100000001,57,REF300060,BILLINGS,401 S 23RD STREET,BILLINGS,MT,59101,NOT AVAILABLE,(406) 255-2632,SMALL BUT COMPLEX REFINERY WITH A HIGH CLEAN PRODUCT YIELD,IN SERVICE,296,YELLOWSTONE,30111,USA,45.78061,-108.48972,324110,PETROLEUM REFINERIES,"EIA-820; EPA TRI",2017/01/01 00:00:00+00,IMAGERY/OTHER,2018/01/31 00:00:00+00,http://www.conocophillips.com/,PHILLIPS 66 COMPANY,PHILLIPS 66 COMPANY,1000011455,100000085418,WITHIN 166 FEET,60000,93,60000,37100,20600,0,20390,9420,0,80860,7250,0,0,8000,0,0,34,5730,246,0
-79.12742,41.8297000000001,58,REF420061,WARREN,15 BRADLEY STREET,WARREN,PA,16365,NOT AVAILABLE,(814) 723-1500,MEDIUM SIZED MEDIUM COMPLEXITY REFINERY,IN SERVICE,643,WARREN,42123,USA,41.8297,-79.12742,324110,PETROLEUM REFINERIES,"EIA-820; EPA TRI",2017/01/01 00:00:00+00,IMAGERY/OTHER,2018/01/31 00:00:00+00,http://www.urc.com,RED APPLE GROUP INC,UNITED REFINING CO,1000011541,100000066796,WITHIN 166 FEET,65000,90,65000,40000,0,0,25000,13000,0,51000,4500,0,0,8500,0,0,10,0,67,22000
-122.55912,48.47182,59,REF530062,ANACORTES,8505 S. TEXAS RD,ANACORTES,WA,98221,0622,(360) 293-1701,MEDIUM TO LARGE COMPLEX REFINERY,IN SERVICE,477,SKAGIT,53057,USA,48.47182,-122.55912,324110,PETROLEUM REFINERIES,"EIA-820; EPA TRI",2017/01/01 00:00:00+00,IMAGERY/OTHER,2018/01/31 00:00:00+00,http://www.shell.us,ROYAL DUTCH/SHELL GROUP,SHELL OIL PRODUCTS US,1000011818,100000099252,WITHIN 166 FEET,145000,53,145000,65800,22400,0,52900,17600,0,128900,12100,0,0,0,0,0,0,8400,350,0
-90.40214,30.00314,60,REF220063,NORCO,15536 RIVER RD,NORCO,LA,70079,NOT AVAILABLE,(504) 465-6667,LARGE COMPLEX REFINERY WITH A HIGH GASOLINE YIELD,IN SERVICE,1200,ST. CHARLES,22089,USA,30.00314,-90.40214,324110,PETROLEUM REFINERIES,"EIA-820; EPA TRI",2020/06/19 00:00:00+00,IMAGERY/OTHER,2020/06/19 00:00:00+00,https://www.shell.us,ROYAL DUTCH SHELL,SHELL OIL PRODUCTS US (REFINING),1000011961,100000026009,WITHIN 166 FEET,225800,30,225800,91300,24900,0,112400,39200,42300,185500,16800,0,0,0,0,0,0,7316,180,0
-87.60783,33.2005,61,REF010064,TUSCALOOSA,1855 FAIRLAWN RD,TUSCALOOSA,AL,35401,NOT AVAILABLE,(205) 391-3503,SMALL / MEDIUM SIZED REFINERY,IN SERVICE,259,TUSCALOOSA,01125,USA,33.2005,-87.60783,324110,PETROLEUM REFINERIES,"EIA-820; EPA TRI",2017/01/01 00:00:00+00,IMAGERY/OTHER,2018/01/31 00:00:00+00,http://www.huntrefining.com,HUNT CONSLD INC,HUNT REFINING CO,1000012227,100000049921,WITHIN 166 FEET,36000,106,36000,18000,30000,0,0,15000,17500,49100,0,0,0,4200,0,0,40,7120,195,15000
-97.42639,27.8094100000001,62,REF480065,CORPUS CHRISTI,1802 NUECES BAY BLVD.,CORPUS CHRISTI,TX,78407,NOT AVAILABLE,(361) 844-4110,LARGE COMPLEX REFINERY,IN SERVICE,665,NUECES,48355,USA,27.80941,-97.42639,324110,PETROLEUM REFINERIES,"EIA-820; EPA ENVIROFACTS",2017/01/01 00:00:00+00,IMAGERY/OTHER,2018/01/31 00:00:00+00,http://citgorefining.com/,PDV AMERICA INC,CITGO REFINING & CHEMICAL INC,1000012233,100000139566,WITHIN 166 FEET,157500,46,157500,85300,41300,0,78400,46500,0,264100,23100,0,16300,0,0,0,0,17374,368,0
-111.90389,40.8870000000001,63,REF490066,WOODS CROSS,393 SOUTH 800 WEST,WOODS CROSS,UT,84087,1435,(801) 299-6625,SMALL BUT HIGHLY COMPLEX REFINERY,IN SERVICE,188,DAVIS,49011,USA,40.887,-111.90389,324110,PETROLEUM REFINERIES,"EIA-820; EPA TRI",2017/01/01 00:00:00+00,IMAGERY/OTHER,2018/01/31 00:00:00+00,http://www.hollyfrontier.com,HOLLYFRONTIER CORP,HOLLYFRONTIER WOODS CROSS REFINING L,1000012241,100000020327,WITHIN 166 FEET,39330,104,39330,0,0,0,16625,6960,14250,26200,5300,0,0,3000,0,0,0,0,10,1800
-93.9656199999999,29.86055,64,REF480067,PORT ARTHUR,1801 S GULFWAY DRIVE,PORT ARTHUR,TX,77640,NOT AVAILABLE,(409) 985-1591,LARGE COMPLEX REFINERY,IN SERVICE,840,JEFFERSON,48245,USA,29.86055,-93.96562,324110,PETROLEUM REFINERIES,"EIA-820; EPA TRI",2017/01/01 00:00:00+00,IMAGERY/OTHER,2018/01/31 00:00:00+00,http://www.valero.com,VALERO ENERGY CORP,PREMCOR REFINING GROUP INC,1000012276,100000116634,WITHIN 166 FEET,335000,11,335000,220000,95500,0,73000,43500,113000,331300,19500,0,0,0,0,0,0,32240,1490,0
-83.5019,41.6328,65,REF390068,TOLEDO,1819 WOODVILLE ROAD,OREGON,OH,43616,3159,(419) 698-6624,HIGH CONVERSION LIGHT/SWEET REFINERY,IN SERVICE,525,LUCAS,39095,USA,41.6328,-83.5019,324110,PETROLEUM REFINERIES,"EIA-820; EPA TRI",2017/01/01 00:00:00+00,IMAGERY/OTHER,2018/01/31 00:00:00+00,http://www.pbfenergy.com,PBF ENERGY CO LLC,TOLEDO REFINING CO LLC,1000012849,100000032396,WITHIN 166 FEET,160000,45,160000,0,0,0,71000,43200,39000,149900,9950,0,10800,16000,0,0,0,0,116,0
-89.9750099999999,29.6823900000001,66,REF220069,BELLE CHASSE,15551 HWY 23,BELLE CHASSE,LA,70037,NOT AVAILABLE,(504) 656-3987,MEDIUM SIZED COMPLEX REFINERY,IN SERVICE,354,PLAQUEMINES,22075,USA,29.68239,-89.97501,324110,PETROLEUM REFINERIES,"EIA-820; EPA TRI",2017/01/01 00:00:00+00,IMAGERY/OTHER,2018/01/31 00:00:00+00,http://www.phillips66.com,PHILLIPS 66 COMPANY,PHILLIPS 66 COMPANY,1000013136,100000145461,WITHIN 166 FEET,247000,22,247000,103000,23400,0,96500,43641,0,195340,35000,0,15500,0,0,0,0,6716,125,0
-91.75003,30.5256000000001,67,REF220070,KROTZ SPRINGS,356 S LEVEE ROAD,KROTZ SPRINGS,LA,70750,0453,(337) 566-0184,SMALL MEDIUM COMPLEXITY REFINERY,IN SERVICE,208,ST. LANDRY,22097,USA,30.5256,-91.75003,324110,PETROLEUM REFINERIES,"EIA-820; EPA TRI",2017/01/01 00:00:00+00,IMAGERY/OTHER,2018/01/31 00:00:00+00,http://www.alonusa.com,ALON ISRAEL OIL COMPANY LTD,ALON REFINING KROTZ SPRINGS INC,1000014506,100000113824,WITHIN 166 FEET,80000,80,80000,36200,0,0,33000,12000,0,32000,0,0,0,6220,0,0,0,0,0,0
-118.40949,33.91022,68,REF060071,EL SEGUNDO,324 W EL SEGUNDO BLVD,EL SEGUNDO,CA,90245,3680,(310) 615-5386,LARGE FUELS REFINERY,IN SERVICE,1200,LOS ANGELES,06037,USA,33.91022,-118.40949,324110,PETROLEUM REFINERIES,"EIA-820; EPA TRI",2017/01/01 00:00:00+00,IMAGERY/OTHER,2018/01/31 00:00:00+00,https://www.chevron.com/,CHEVRON CORP,CHEVRON USA INC,1000014555,100000101454,WITHIN 166 FEET,269000,19,269000,169100,65710,0,66500,44500,48000,228500,33300,0,0,43300,0,0,77,25500,894,0
-88.18346,41.4138300000001,69,REF170072,JOLIET,25915 SE FRONTAGE ROAD,CHANNAHON,IL,60481,8723,(815) 521-7334,LARGE COMPLEX REFINERY,IN SERVICE,576,WILL,17197,USA,41.41383,-88.18346,324110,PETROLEUM REFINERIES,"EIA-820; EPA TRI",2017/01/01 00:00:00+00,IMAGERY/OTHER,2018/01/31 00:00:00+00,http://corporate.exxonmobil.com,EXXON MOBIL CORP,EXXONMOBIL REFINING & SUPPLY CO,1000014976,100000146772,WITHIN 166 FEET,238600,26,238600,126700,56500,0,94500,50000,0,247500,29100,0,0,0,0,0,0,18595,683,15100
-75.2079899999999,39.9031900000001,70,REF420073,PHILADELPHIA (PES REFINING COMPLEX),3144 PASSYUNK AVE,PHILADELPHIA,PA,19145,5208,(215) 339-7061,LARGE MEDIUM COMPLEXITY REFINERY,IN SERVICE,830,PHILADELPHIA,42101,USA,39.90319,-75.20799,324110,PETROLEUM REFINERIES,"EIA-820; EPA TRI",2017/01/01 00:00:00+00,IMAGERY/OTHER,2018/01/31 00:00:00+00,http://www.pes-companies.com,CARLYLE GROUP,PHILADELPHIA ENERGY SOLUTIONS,1000015398,100000028105,WITHIN 166 FEET,310000,13,310000,163200,0,0,127300,56000,0,300000,26500,0,4920,7600,0,0,0,0,76,0
-97.0910499999999,36.6819300000001,71,REF400075,PONCA CITY,1000 S PINE STREET,PONCA CITY,OK,74601,NOT AVAILABLE,(580) 767-4182,LARGE HIGH-CONVERSION REFINERY,IN SERVICE,850,KAY,40071,USA,36.68193,-97.09105,324110,PETROLEUM REFINERIES,"EIA-820; EPA TRI",2017/01/01 00:00:00+00,IMAGERY/OTHER,2018/01/31 00:00:00+00,http://www.phillips66.com,PHILLIPS 66 COMPANY,PHILLIPS 66 COMPANY,1000015896,100000038318,WITHIN 166 FEET,200000,34,200000,89042,22200,0,57000,43500,0,236889,17574,0,0,0,0,0,35,6300,0,0
-88.48672,30.3434500000001,72,REF280076,PASCAGOULA,250 INDUSTRIAL ROAD,PASCAGOULA,MS,39581,3201,(228) 938-4548,LARGE AND VERY COMPLEX REFINERY,IN SERVICE,1610,JACKSON,28059,USA,30.34345,-88.48672,324110,PETROLEUM REFINERIES,"EIA-820; EPA TRI",2017/01/01 00:00:00+00,IMAGERY/OTHER,2018/01/31 00:00:00+00,https://www.chevron.com/,CHEVRON CORP,CHEVRON USA INC,1000016180,100000086989,WITHIN 166 FEET,340000,9,340000,314000,98000,0,86000,86000,106800,276300,18600,0,21000,0,25000,0,230,35500,1355,20000
-146.25057,61.08396,73,REF020077,VALDEZ,2.5 MILE DAYVILLE ROAD,VALDEZ,AK,99686,NOT AVAILABLE,(907) 339-6635,SMALL SIMPLE REFINERY,IN SERVICE,38,VALDEZ-CORDOVA,02261,USA,61.08396,-146.25057,324110,PETROLEUM REFINERIES,"EIA-820; EPA TRI",2017/01/01 00:00:00+00,IMAGERY/OTHER,2018/01/31 00:00:00+00,http://www.petrostar.com,ARCTIC SLOPE REGIONAL CORP,PETRO STAR INC,1000016896,100000212888,WITHIN 166 FEET,55000,96,55000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-75.63058,39.5873,74,REF100078,DELAWARE CITY,4550 WRANGLE HILL ROAD,DELAWARE CITY,DE,19720,NOT AVAILABLE,(856) 224-4354,LARGE COMPLEX REFINERY,IN SERVICE,600,NEWCASTLE,10003,USA,39.5873,-75.63058,324110,PETROLEUM REFINERIES,"EIA-820; EPA TRI",2017/01/01 00:00:00+00,IMAGERY/OTHER,2018/01/31 00:00:00+00,http://www.pbfenergy.com,PBF ENERGY CO LLC,DELAWARE CITY REFINING CO LLC,1000017237,100000072841,WITHIN 166 FEET,182200,40,182200,104600,48400,0,85300,41000,20000,151500,11729,0,5191,12000,0,0,40,13620,596,0
-118.16704,33.9463000000001,75,REF060079,SOUTH GATE,9302 GARFIELD AVENUE,SOUTH GATE,CA,90280,1519,(562) 928-7000,VERY SMALL REFINERY,IN SERVICE,62,LOS ANGELES,06037,USA,33.9463,-118.16704,324110,PETROLEUM REFINERIES,"EIA-820; EPA TRI",2017/01/01 00:00:00+00,IMAGERY/OTHER,2018/01/31 00:00:00+00,http://www.lundaythagard.com,WORLD OIL CO,LUNDAY THAGARD CO,1000017544,100000212566,WITHIN 166 FEET,8500,129,8500,7000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5833
-111.90812,40.7939500000001,76,REF490080,SALT LAKE CITY,474 WEST 900 NORTH,SALT LAKE CITY,UT,84116,1494,(801) 366-2036,SMALL MEDIUM COMPLEXITY REFINERY,IN SERVICE,260,SALT LAKE,49035,USA,40.79395,-111.90812,324110,PETROLEUM REFINERIES,"EIA-820; EPA TRI",2020/06/18 00:00:00+00,IMAGERY/OTHER,2020/06/22 00:00:00+00,https://www.marathonpetroleum.com,MARATHON PETROLEUM CORP,MARATHON PETROLEUM CO LP,1000017618,100000097897,WITHIN 166 FEET,63000,91,57500,0,0,0,25400,11000,0,41900,7000,0,0,0,0,0,0,0,18,0
-106.4036,31.7694900000001,77,REF480082,EL PASO,6500 TROWBRIDGE DRIVE/212 N CLARK DR,EL PASO,TX,79905,NOT AVAILABLE,(915) 775-3319,MEDIUM SIZED MEDIUM COMPLEXITY REFINERY,IN SERVICE,440,EL PASO,48141,USA,31.76949,-106.4036,324110,PETROLEUM REFINERIES,"EIA-820; EPA TRI",2020/06/18 00:00:00+00,IMAGERY/OTHER,2020/06/22 00:00:00+00,https://www.marathonpetroleum.com,MARATHON PETROLEUM CORP,MARATHON PETROLEUM CO LP,1000018238,100000148119,WITHIN 166 FEET,122000,57,122000,56200,0,0,31000,25500,0,122700,13300,0,0,14600,0,0,12,0,0,7000
-97.42306,27.8062400000001,78,REF480083,CORPUS CHRISTI EAST AND WEST,1607 NUECES BAY BLVD,CORPUS CHRISTI,TX,78407,NOT AVAILABLE,(361) 241-4811,VERY LARGE COMPLEX REFINERY,IN SERVICE,22,NUECES,48355,USA,27.80624,-97.42306,324110,PETROLEUM REFINERIES,"EIA-820; EPA ENVIROFACTS",2017/01/01 00:00:00+00,IMAGERY/OTHER,2018/01/31 00:00:00+00,http://www.fhr.com,KOCH INDUSTRIES INC,FLINT HILLS RESOURCES LP,1000018697,100000119043,WITHIN 166 FEET,296470,14,296470,87500,13300,0,104000,0,12300,354800,15500,0,0,13300,0,0,0,3968,426,0
-122.565976534,48.4939656760001,79,REF530085,ANACORTES,WEST MARCH'S POINT ROAD,ANACORTES,WA,98221,0622,(360) 293-9126,MEDIUM TO LARGE COMPLEX REFINERY,IN SERVICE,390,SKAGIT,53057,USA,48.4939656760001,-122.565976534,324110,PETROLEUM REFINERIES,"EIA-820; EPA TRI",2020/06/18 00:00:00+00,IMAGERY/OTHER,2020/06/22 00:00:00+00,https://www.marathonpetroleum.com,MARATHON PETROLEUM CORP,MARATHON PETROLEUM CO LP,1000018956,100000028034,WITHIN 166 FEET,120000,59,120000,50500,0,0,51100,29200,0,98000,13800,0,0,7600,0,0,0,0,54,0
-90.59639,30.06129,80,REF220086,GARYVILLE,4663 WEST AIRLINE HWY,GARYVILLE,LA,70084,NOT AVAILABLE,(985) 535-2241,VERY LARGE COMPLEX REFINERY,IN SERVICE,930,ST. JOHN THE BAPTIST,22095,USA,30.06129,-90.59639,324110,PETROLEUM REFINERIES,"EIA-820; EPA TRI",2017/01/01 00:00:00+00,IMAGERY/OTHER,2018/01/31 00:00:00+00,https://www.marathonpetroleum.com,MARATHON PETROLEUM CORP,MARATHON PETROLEUM CO LP,1000019402,100000105726,WITHIN 166 FEET,543000,3,543000,301000,89800,0,136800,122100,111200,568500,33000,0,0,72500,0,0,0,33000,1476,33000
-104.21464,43.8495800000001,81,REF560087,NEW CASTLE,740 WEST MAIN STREET,NEWCASTLE,WY,82701,NOT AVAILABLE,(307) 746-4445,VERY SMALL MEDIUM COMPLEXITY REFINERY,IN SERVICE,94,WESTON,56045,USA,43.84958,-104.21464,324110,PETROLEUM REFINERIES,"EIA-820; EPA TRI",2017/01/01 00:00:00+00,IMAGERY/OTHER,2018/01/31 00:00:00+00,http://www.parpacific.com,PAR PETROLEUM INC,HERMES CONSOLIDATED LLC,1000019604,100000127445,WITHIN 166 FEET,18000,120,18000,0,0,0,7000,3500,0,10000,1300,0,0,0,0,0,0,0,0,0
-101.36159,35.6976900000001,82,REF480088,BORGER,SPUR 119 NORTH,BORGER,TX,79007,0271,(806) 275-1945,MEDIUM SIZED REFINERY INCLUDES AN NGL FRACTIONATION FACILITY,IN SERVICE,709,HUTCHINSON,48233,USA,35.69769,-101.36159,324110,PETROLEUM REFINERIES,"EIA-820; EPA TRI",2017/01/01 00:00:00+00,IMAGERY/OTHER,2018/01/31 00:00:00+00,http://www.phillips66.com,WRB REFINING LP (PHILLIPS66/CENOVUS),PHILLIPS 66 COMPANY,1000019677,100000162343,WITHIN 166 FEET,146000,51,146000,80000,26100,0,55048,30310,0,187380,14000,0,0,61000,0,0,91,8000,340,0
-84.12643,40.71772,83,REF390089,LIMA,1150 SOUTH METCALF STREET,LIMA,OH,45804,1199,(419) 226-2551,MEDIUM SIZED MEDIUM COMPLEXITY REFINERY,IN SERVICE,393,ALLEN,39003,USA,40.71772,-84.12643,324110,PETROLEUM REFINERIES,"EIA-820; EPA TRI",2017/01/01 00:00:00+00,IMAGERY/OTHER,2018/01/31 00:00:00+00,http://www.huskyenergy.com,HUSKY ENERGY INC,LIMA REFINING COMPANY,1000019716,100000148681,WITHIN 166 FEET,177000,41,177000,53000,22000,0,43035,53900,25000,158000,0,0,9200,27700,0,0,0,4200,110,0
